source,target,type
DB00304,DOID:11612,PALLIATES_CpD
DOID:8778,54935,DOWNREGULATES_DdG
DOID:8778,288,DOWNREGULATES_DdG
DOID:8778,1152,DOWNREGULATES_DdG
DOID:8778,344752,DOWNREGULATES_DdG
DOID:8778,100137049,DOWNREGULATES_DdG
DOID:8778,90624,DOWNREGULATES_DdG
DOID:8778,92211,DOWNREGULATES_DdG
DOID:8778,85293,DOWNREGULATES_DdG
DOID:8778,93323,DOWNREGULATES_DdG
DOID:8778,29796,DOWNREGULATES_DdG
DOID:8778,51650,DOWNREGULATES_DdG
DOID:8778,91461,DOWNREGULATES_DdG
DOID:8778,51182,DOWNREGULATES_DdG
DOID:8778,5609,DOWNREGULATES_DdG
DOID:8778,1112,DOWNREGULATES_DdG
DOID:8778,10038,DOWNREGULATES_DdG
DOID:8778,57453,DOWNREGULATES_DdG
DOID:8778,9847,DOWNREGULATES_DdG
DOID:8778,4999,DOWNREGULATES_DdG
DOID:8778,128061,DOWNREGULATES_DdG
DOID:8778,125115,DOWNREGULATES_DdG
DOID:8778,91746,DOWNREGULATES_DdG
DOID:8778,2824,DOWNREGULATES_DdG
DOID:8778,26039,DOWNREGULATES_DdG
DOID:8778,539,DOWNREGULATES_DdG
DOID:8778,116228,DOWNREGULATES_DdG
DOID:8778,10632,DOWNREGULATES_DdG
DOID:8778,1207,DOWNREGULATES_DdG
DOID:8778,51499,DOWNREGULATES_DdG
DOID:8778,38,DOWNREGULATES_DdG
DOID:8778,23173,DOWNREGULATES_DdG
DOID:8778,201562,DOWNREGULATES_DdG
DOID:8778,10793,DOWNREGULATES_DdG
DOID:8778,26135,DOWNREGULATES_DdG
DOID:8778,824,DOWNREGULATES_DdG
DOID:8778,51642,DOWNREGULATES_DdG
DOID:8778,23630,DOWNREGULATES_DdG
DOID:8778,2186,DOWNREGULATES_DdG
DOID:8778,80135,DOWNREGULATES_DdG
DOID:8778,7381,DOWNREGULATES_DdG
DOID:8778,10651,DOWNREGULATES_DdG
DOID:8778,905,DOWNREGULATES_DdG
DOID:8778,5469,DOWNREGULATES_DdG
DOID:8778,26168,DOWNREGULATES_DdG
DOID:8778,51760,DOWNREGULATES_DdG
DOID:8778,8667,DOWNREGULATES_DdG
DOID:8778,126382,DOWNREGULATES_DdG
DOID:8778,678,DOWNREGULATES_DdG
DOID:8778,25873,DOWNREGULATES_DdG
DOID:8778,10206,DOWNREGULATES_DdG
DOID:8778,65991,DOWNREGULATES_DdG
DOID:8778,23350,DOWNREGULATES_DdG
DOID:8778,142684,DOWNREGULATES_DdG
DOID:8778,6156,DOWNREGULATES_DdG
DOID:8778,28998,DOWNREGULATES_DdG
DOID:8778,8364,DOWNREGULATES_DdG
DOID:8778,6595,DOWNREGULATES_DdG
DOID:8778,55837,DOWNREGULATES_DdG
DOID:8778,8800,DOWNREGULATES_DdG
DOID:8778,6194,DOWNREGULATES_DdG
DOID:8778,66036,DOWNREGULATES_DdG
DOID:8778,6132,DOWNREGULATES_DdG
DOID:8778,80108,DOWNREGULATES_DdG
DOID:8778,23522,DOWNREGULATES_DdG
DOID:8778,80097,DOWNREGULATES_DdG
DOID:8778,5067,DOWNREGULATES_DdG
DOID:8778,10946,DOWNREGULATES_DdG
DOID:8778,10904,DOWNREGULATES_DdG
DOID:8778,80237,DOWNREGULATES_DdG
DOID:8778,117583,DOWNREGULATES_DdG
DOID:8778,55342,DOWNREGULATES_DdG
DOID:8778,10628,DOWNREGULATES_DdG
DOID:8778,5827,DOWNREGULATES_DdG
DOID:8778,9166,DOWNREGULATES_DdG
DOID:8778,11240,DOWNREGULATES_DdG
DOID:8778,2547,DOWNREGULATES_DdG
DOID:8778,79026,DOWNREGULATES_DdG
DOID:8778,5426,DOWNREGULATES_DdG
DOID:8778,10329,DOWNREGULATES_DdG
DOID:8778,56896,DOWNREGULATES_DdG
DOID:8778,729540,DOWNREGULATES_DdG
DOID:8778,6879,DOWNREGULATES_DdG
DOID:8778,79834,DOWNREGULATES_DdG
DOID:8778,64981,DOWNREGULATES_DdG
DOID:8778,84503,DOWNREGULATES_DdG
DOID:8778,57645,DOWNREGULATES_DdG
DOID:8778,90594,DOWNREGULATES_DdG
DOID:8778,6122,DOWNREGULATES_DdG
DOID:8778,9782,DOWNREGULATES_DdG
DOID:8778,79148,DOWNREGULATES_DdG
DOID:8778,55786,DOWNREGULATES_DdG
DOID:8778,350,DOWNREGULATES_DdG
DOID:8778,440574,DOWNREGULATES_DdG
DOID:8778,3858,DOWNREGULATES_DdG
DOID:8778,9984,DOWNREGULATES_DdG
DOID:8778,134353,DOWNREGULATES_DdG
DOID:8778,6223,DOWNREGULATES_DdG
DOID:8778,5000,DOWNREGULATES_DdG
DOID:8778,1327,DOWNREGULATES_DdG
DOID:8778,100506922,DOWNREGULATES_DdG
DOID:8778,5567,DOWNREGULATES_DdG
DOID:8778,6432,DOWNREGULATES_DdG
DOID:8778,2549,DOWNREGULATES_DdG
DOID:8778,57187,DOWNREGULATES_DdG
DOID:8778,5729,DOWNREGULATES_DdG
DOID:8778,3094,DOWNREGULATES_DdG
DOID:8778,122945,DOWNREGULATES_DdG
DOID:8778,9788,DOWNREGULATES_DdG
DOID:8778,4708,DOWNREGULATES_DdG
DOID:8778,1974,DOWNREGULATES_DdG
DOID:8778,115196,DOWNREGULATES_DdG
DOID:8778,222171,DOWNREGULATES_DdG
DOID:8778,202658,DOWNREGULATES_DdG
DOID:8778,6003,DOWNREGULATES_DdG
DOID:8778,147837,DOWNREGULATES_DdG
DOID:8778,79841,DOWNREGULATES_DdG
DOID:8778,23608,DOWNREGULATES_DdG
DOID:8778,744,DOWNREGULATES_DdG
DOID:8778,56245,DOWNREGULATES_DdG
DOID:8778,3192,DOWNREGULATES_DdG
DOID:8778,51031,DOWNREGULATES_DdG
DOID:8778,90736,DOWNREGULATES_DdG
DOID:8778,4706,DOWNREGULATES_DdG
DOID:8778,166647,DOWNREGULATES_DdG
DOID:8778,4722,DOWNREGULATES_DdG
DOID:8778,5243,DOWNREGULATES_DdG
DOID:8778,23142,DOWNREGULATES_DdG
DOID:8778,29883,DOWNREGULATES_DdG
DOID:8778,25956,DOWNREGULATES_DdG
DOID:8778,157285,DOWNREGULATES_DdG
DOID:8778,161502,DOWNREGULATES_DdG
DOID:8778,84545,DOWNREGULATES_DdG
DOID:8778,4714,DOWNREGULATES_DdG
DOID:8778,120,DOWNREGULATES_DdG
DOID:8778,57604,DOWNREGULATES_DdG
DOID:8778,125972,DOWNREGULATES_DdG
DOID:8778,2967,DOWNREGULATES_DdG
DOID:8778,49855,DOWNREGULATES_DdG
DOID:8778,4927,DOWNREGULATES_DdG
DOID:8778,64795,DOWNREGULATES_DdG
DOID:8778,5094,DOWNREGULATES_DdG
DOID:8778,85508,DOWNREGULATES_DdG
DOID:8778,400673,DOWNREGULATES_DdG
DOID:8778,283579,DOWNREGULATES_DdG
DOID:8778,4147,DOWNREGULATES_DdG
DOID:8778,6832,DOWNREGULATES_DdG
DOID:8778,3558,DOWNREGULATES_DdG
DOID:8778,55893,DOWNREGULATES_DdG
DOID:8778,7923,DOWNREGULATES_DdG
DOID:8778,6304,DOWNREGULATES_DdG
DOID:8778,3590,DOWNREGULATES_DdG
DOID:8778,1329,DOWNREGULATES_DdG
DOID:8778,84950,DOWNREGULATES_DdG
DOID:8778,54852,DOWNREGULATES_DdG
DOID:8778,2091,DOWNREGULATES_DdG
DOID:8778,145376,DOWNREGULATES_DdG
DOID:8778,27101,DOWNREGULATES_DdG
DOID:8778,26053,DOWNREGULATES_DdG
DOID:8778,28969,DOWNREGULATES_DdG
DOID:8778,5217,DOWNREGULATES_DdG
DOID:8778,6227,DOWNREGULATES_DdG
DOID:8778,5437,DOWNREGULATES_DdG
DOID:8778,7975,DOWNREGULATES_DdG
DOID:8778,79675,DOWNREGULATES_DdG
DOID:8778,646865,DOWNREGULATES_DdG
DOID:8778,375190,DOWNREGULATES_DdG
DOID:8778,5204,DOWNREGULATES_DdG
DOID:8778,80314,DOWNREGULATES_DdG
DOID:8778,54977,DOWNREGULATES_DdG
DOID:8778,3326,DOWNREGULATES_DdG
DOID:8778,6138,DOWNREGULATES_DdG
DOID:8778,343,DOWNREGULATES_DdG
DOID:8778,27335,DOWNREGULATES_DdG
DOID:8778,9162,DOWNREGULATES_DdG
DOID:8778,6128,DOWNREGULATES_DdG
DOID:8778,6165,DOWNREGULATES_DdG
DOID:8778,1349,DOWNREGULATES_DdG
DOID:8778,8165,DOWNREGULATES_DdG
DOID:8778,7874,DOWNREGULATES_DdG
DOID:8778,11124,DOWNREGULATES_DdG
DOID:8778,1836,DOWNREGULATES_DdG
DOID:8778,6526,DOWNREGULATES_DdG
DOID:8778,9258,DOWNREGULATES_DdG
DOID:8778,29997,DOWNREGULATES_DdG
DOID:8778,91614,DOWNREGULATES_DdG
DOID:8778,382,DOWNREGULATES_DdG
DOID:8778,2980,DOWNREGULATES_DdG
DOID:8778,139562,DOWNREGULATES_DdG
DOID:8778,9349,DOWNREGULATES_DdG
DOID:8778,22934,DOWNREGULATES_DdG
DOID:8778,3206,DOWNREGULATES_DdG
DOID:8778,1345,DOWNREGULATES_DdG
DOID:8778,54482,DOWNREGULATES_DdG
DOID:8778,619279,DOWNREGULATES_DdG
DOID:8778,57035,DOWNREGULATES_DdG
DOID:8778,8726,DOWNREGULATES_DdG
DOID:8778,9486,DOWNREGULATES_DdG
DOID:8778,51802,DOWNREGULATES_DdG
DOID:8778,11212,DOWNREGULATES_DdG
DOID:8778,55096,DOWNREGULATES_DdG
DOID:8778,957,DOWNREGULATES_DdG
DOID:8778,904,DOWNREGULATES_DdG
DOID:8778,128360,DOWNREGULATES_DdG
DOID:8778,23224,DOWNREGULATES_DdG
DOID:8778,56945,DOWNREGULATES_DdG
DOID:8778,6201,DOWNREGULATES_DdG
DOID:8778,8527,DOWNREGULATES_DdG
DOID:8778,27086,DOWNREGULATES_DdG
DOID:8778,23588,DOWNREGULATES_DdG
DOID:8778,114034,DOWNREGULATES_DdG
DOID:8778,1937,DOWNREGULATES_DdG
DOID:8778,6500,DOWNREGULATES_DdG
DOID:8778,55081,DOWNREGULATES_DdG
DOID:8778,5105,DOWNREGULATES_DdG
DOID:8778,81931,DOWNREGULATES_DdG
DOID:8778,63928,DOWNREGULATES_DdG
DOID:8778,10399,DOWNREGULATES_DdG
DOID:8778,51497,DOWNREGULATES_DdG
DOID:8778,11278,DOWNREGULATES_DdG
DOID:8778,337959,DOWNREGULATES_DdG
DOID:8778,5576,DOWNREGULATES_DdG
DOID:8778,7166,DOWNREGULATES_DdG
DOID:8778,93974,DOWNREGULATES_DdG
DOID:8778,4603,DOWNREGULATES_DdG
DOID:8778,120227,DOWNREGULATES_DdG
DOID:8778,6125,DOWNREGULATES_DdG
DOID:8778,84079,DOWNREGULATES_DdG
DOID:8778,2894,DOWNREGULATES_DdG
DOID:8778,56898,DOWNREGULATES_DdG
DOID:8778,1975,DOWNREGULATES_DdG
DOID:8778,6653,DOWNREGULATES_DdG
DOID:8778,4677,DOWNREGULATES_DdG
DOID:8778,9054,DOWNREGULATES_DdG
DOID:8778,10128,DOWNREGULATES_DdG
DOID:8778,6738,DOWNREGULATES_DdG
DOID:8778,1933,DOWNREGULATES_DdG
DOID:8778,26061,DOWNREGULATES_DdG
DOID:8778,4968,DOWNREGULATES_DdG
DOID:8778,11102,DOWNREGULATES_DdG
DOID:8778,7465,DOWNREGULATES_DdG
DOID:8778,3199,DOWNREGULATES_DdG
DOID:8778,1663,DOWNREGULATES_DdG
DOID:8778,10749,DOWNREGULATES_DdG
DOID:8778,6152,DOWNREGULATES_DdG
DOID:8778,9814,DOWNREGULATES_DdG
DOID:8778,55341,DOWNREGULATES_DdG
DOID:8778,51386,DOWNREGULATES_DdG
DOID:8778,6124,DOWNREGULATES_DdG
DOID:8778,6146,DOWNREGULATES_DdG
DOID:8778,285231,DOWNREGULATES_DdG
DOID:8778,1670,UPREGULATES_DuG
DOID:8778,644,UPREGULATES_DuG
DOID:8778,5690,UPREGULATES_DuG
DOID:8778,9695,UPREGULATES_DuG
DOID:8778,50506,UPREGULATES_DuG
DOID:8778,23135,UPREGULATES_DuG
DOID:8778,6515,UPREGULATES_DuG
DOID:8778,3091,UPREGULATES_DuG
DOID:8778,23216,UPREGULATES_DuG
DOID:8778,4947,UPREGULATES_DuG
DOID:8778,5062,UPREGULATES_DuG
DOID:8778,7056,UPREGULATES_DuG
DOID:8778,10095,UPREGULATES_DuG
DOID:8778,1755,UPREGULATES_DuG
DOID:8778,7097,UPREGULATES_DuG
DOID:8778,7791,UPREGULATES_DuG
DOID:8778,9320,UPREGULATES_DuG
DOID:8778,1671,UPREGULATES_DuG
DOID:8778,6356,UPREGULATES_DuG
DOID:8778,10630,UPREGULATES_DuG
DOID:8778,57700,UPREGULATES_DuG
DOID:8778,467,UPREGULATES_DuG
DOID:8778,3488,UPREGULATES_DuG
DOID:8778,23657,UPREGULATES_DuG
DOID:8778,3554,UPREGULATES_DuG
DOID:8778,25907,UPREGULATES_DuG
DOID:8778,6397,UPREGULATES_DuG
DOID:8778,116844,UPREGULATES_DuG
DOID:8778,27077,UPREGULATES_DuG
DOID:8778,145264,UPREGULATES_DuG
DOID:8778,80833,UPREGULATES_DuG
DOID:8778,1284,UPREGULATES_DuG
DOID:8778,3659,UPREGULATES_DuG
DOID:8778,5724,UPREGULATES_DuG
DOID:8778,2017,UPREGULATES_DuG
DOID:8778,4023,UPREGULATES_DuG
DOID:8778,10043,UPREGULATES_DuG
DOID:8778,3569,UPREGULATES_DuG
DOID:8778,833,UPREGULATES_DuG
DOID:8778,27351,UPREGULATES_DuG
DOID:8778,30001,UPREGULATES_DuG
DOID:8778,221935,UPREGULATES_DuG
DOID:8778,60,UPREGULATES_DuG
DOID:8778,2752,UPREGULATES_DuG
DOID:8778,6774,UPREGULATES_DuG
DOID:8778,8542,UPREGULATES_DuG
DOID:8778,5315,UPREGULATES_DuG
DOID:8778,1293,UPREGULATES_DuG
DOID:8778,6283,UPREGULATES_DuG
DOID:8778,8352,UPREGULATES_DuG
DOID:8778,8876,UPREGULATES_DuG
DOID:8778,8943,UPREGULATES_DuG
DOID:8778,4162,UPREGULATES_DuG
DOID:8778,10906,UPREGULATES_DuG
DOID:8778,308,UPREGULATES_DuG
DOID:8778,23304,UPREGULATES_DuG
DOID:8778,5122,UPREGULATES_DuG
DOID:8778,79888,UPREGULATES_DuG
DOID:8778,50616,UPREGULATES_DuG
DOID:8778,80301,UPREGULATES_DuG
DOID:8778,219285,UPREGULATES_DuG
DOID:8778,874,UPREGULATES_DuG
DOID:8778,57169,UPREGULATES_DuG
DOID:8778,2633,UPREGULATES_DuG
DOID:8778,7165,UPREGULATES_DuG
DOID:8778,87,UPREGULATES_DuG
DOID:8778,11119,UPREGULATES_DuG
DOID:8778,5874,UPREGULATES_DuG
DOID:8778,11040,UPREGULATES_DuG
DOID:8778,10288,UPREGULATES_DuG
DOID:8778,1051,UPREGULATES_DuG
DOID:8778,57591,UPREGULATES_DuG
DOID:8778,11237,UPREGULATES_DuG
DOID:8778,6196,UPREGULATES_DuG
DOID:8778,6372,UPREGULATES_DuG
DOID:8778,8303,UPREGULATES_DuG
DOID:8778,10529,UPREGULATES_DuG
DOID:8778,366,UPREGULATES_DuG
DOID:8778,6253,UPREGULATES_DuG
DOID:8778,3717,UPREGULATES_DuG
DOID:8778,2919,UPREGULATES_DuG
DOID:8778,808,UPREGULATES_DuG
DOID:8778,8618,UPREGULATES_DuG
DOID:8778,26286,UPREGULATES_DuG
DOID:8778,1089,UPREGULATES_DuG
DOID:8778,4327,UPREGULATES_DuG
DOID:8778,725,UPREGULATES_DuG
DOID:8778,4887,UPREGULATES_DuG
DOID:8778,7328,UPREGULATES_DuG
DOID:8778,11145,UPREGULATES_DuG
DOID:8778,1325,UPREGULATES_DuG
DOID:8778,11156,UPREGULATES_DuG
DOID:8778,11254,UPREGULATES_DuG
DOID:8778,23603,UPREGULATES_DuG
DOID:8778,10581,UPREGULATES_DuG
DOID:8778,6734,UPREGULATES_DuG
DOID:8778,6772,UPREGULATES_DuG
DOID:8778,1727,UPREGULATES_DuG
DOID:8778,10573,UPREGULATES_DuG
DOID:8778,84674,UPREGULATES_DuG
DOID:8778,5175,UPREGULATES_DuG
DOID:8778,7076,UPREGULATES_DuG
DOID:8778,2987,UPREGULATES_DuG
DOID:8778,7450,UPREGULATES_DuG
DOID:8778,9697,UPREGULATES_DuG
DOID:8778,586,UPREGULATES_DuG
DOID:8778,10135,UPREGULATES_DuG
DOID:8778,7133,UPREGULATES_DuG
DOID:8778,30817,UPREGULATES_DuG
DOID:8778,25829,UPREGULATES_DuG
DOID:8778,114788,UPREGULATES_DuG
DOID:8778,23452,UPREGULATES_DuG
DOID:8778,51554,UPREGULATES_DuG
DOID:8778,2590,UPREGULATES_DuG
DOID:8778,92292,UPREGULATES_DuG
DOID:8778,4319,UPREGULATES_DuG
DOID:8778,4814,UPREGULATES_DuG
DOID:8778,260293,UPREGULATES_DuG
DOID:8778,717,UPREGULATES_DuG
DOID:8778,81030,UPREGULATES_DuG
DOID:8778,84669,UPREGULATES_DuG
DOID:8778,8459,UPREGULATES_DuG
DOID:8778,84752,UPREGULATES_DuG
DOID:8778,5371,UPREGULATES_DuG
DOID:8778,2791,UPREGULATES_DuG
DOID:8778,10938,UPREGULATES_DuG
DOID:8778,11031,UPREGULATES_DuG
DOID:8778,1282,UPREGULATES_DuG
DOID:8778,9076,UPREGULATES_DuG
DOID:8778,405753,UPREGULATES_DuG
DOID:8778,9732,UPREGULATES_DuG
DOID:8778,2040,UPREGULATES_DuG
DOID:8778,133,UPREGULATES_DuG
DOID:8778,9021,UPREGULATES_DuG
DOID:8778,55236,UPREGULATES_DuG
DOID:8778,1398,UPREGULATES_DuG
DOID:8778,8301,UPREGULATES_DuG
DOID:8778,10268,UPREGULATES_DuG
DOID:8778,8484,UPREGULATES_DuG
DOID:8778,8843,UPREGULATES_DuG
DOID:8778,10410,UPREGULATES_DuG
DOID:8778,7353,UPREGULATES_DuG
DOID:8778,10158,UPREGULATES_DuG
DOID:8778,9989,UPREGULATES_DuG
DOID:8778,597,UPREGULATES_DuG
DOID:8778,55062,UPREGULATES_DuG
DOID:8778,2022,UPREGULATES_DuG
DOID:8778,4318,UPREGULATES_DuG
DOID:8778,7084,UPREGULATES_DuG
DOID:8778,4170,UPREGULATES_DuG
DOID:8778,56886,UPREGULATES_DuG
DOID:8778,10221,UPREGULATES_DuG
DOID:8778,715,UPREGULATES_DuG
DOID:8778,5698,UPREGULATES_DuG
DOID:8778,8531,UPREGULATES_DuG
DOID:8778,6373,UPREGULATES_DuG
DOID:8778,211,UPREGULATES_DuG
DOID:8778,6374,UPREGULATES_DuG
DOID:8778,5967,UPREGULATES_DuG
DOID:8778,5068,UPREGULATES_DuG
DOID:8778,5782,UPREGULATES_DuG
DOID:8778,958,UPREGULATES_DuG
DOID:8778,444,UPREGULATES_DuG
DOID:8778,3601,UPREGULATES_DuG
DOID:8778,710,UPREGULATES_DuG
DOID:8778,51307,UPREGULATES_DuG
DOID:8778,1890,UPREGULATES_DuG
DOID:8778,157503,UPREGULATES_DuG
DOID:8778,6890,UPREGULATES_DuG
DOID:8778,3620,UPREGULATES_DuG
DOID:8778,109,UPREGULATES_DuG
DOID:8778,139760,UPREGULATES_DuG
DOID:8778,90,UPREGULATES_DuG
DOID:8778,3099,UPREGULATES_DuG
DOID:8778,8651,UPREGULATES_DuG
DOID:8778,1611,UPREGULATES_DuG
DOID:8778,22822,UPREGULATES_DuG
DOID:8778,629,UPREGULATES_DuG
DOID:8778,81631,UPREGULATES_DuG
DOID:8778,5328,UPREGULATES_DuG
DOID:8778,5720,UPREGULATES_DuG
DOID:8778,5968,UPREGULATES_DuG
DOID:8778,5912,UPREGULATES_DuG
DOID:8778,2357,UPREGULATES_DuG
DOID:8778,51312,UPREGULATES_DuG
DOID:8778,9446,UPREGULATES_DuG
DOID:8778,7763,UPREGULATES_DuG
DOID:8778,23313,UPREGULATES_DuG
DOID:8778,339122,UPREGULATES_DuG
DOID:8778,2180,UPREGULATES_DuG
DOID:8778,22918,UPREGULATES_DuG
DOID:8778,8490,UPREGULATES_DuG
DOID:8778,3764,UPREGULATES_DuG
DOID:8778,1277,UPREGULATES_DuG
DOID:8778,6648,UPREGULATES_DuG
DOID:8778,51429,UPREGULATES_DuG
DOID:8778,11057,UPREGULATES_DuG
DOID:8778,1604,UPREGULATES_DuG
DOID:8778,838,UPREGULATES_DuG
DOID:8778,9601,UPREGULATES_DuG
DOID:8778,8754,UPREGULATES_DuG
DOID:8778,3430,UPREGULATES_DuG
DOID:8778,6282,UPREGULATES_DuG
DOID:8778,4312,UPREGULATES_DuG
DOID:8778,7052,UPREGULATES_DuG
DOID:8778,8349,UPREGULATES_DuG
DOID:8778,26020,UPREGULATES_DuG
DOID:8778,5699,UPREGULATES_DuG
DOID:8778,5329,UPREGULATES_DuG
DOID:8778,10409,UPREGULATES_DuG
DOID:8778,5230,UPREGULATES_DuG
DOID:8778,54480,UPREGULATES_DuG
DOID:8778,27286,UPREGULATES_DuG
DOID:8778,56109,UPREGULATES_DuG
DOID:8778,55332,UPREGULATES_DuG
DOID:8778,6319,UPREGULATES_DuG
DOID:8778,10226,UPREGULATES_DuG
DOID:8778,4017,UPREGULATES_DuG
DOID:8778,23621,UPREGULATES_DuG
DOID:8778,100,UPREGULATES_DuG
DOID:8778,7171,UPREGULATES_DuG
DOID:8778,5911,UPREGULATES_DuG
DOID:8778,4843,UPREGULATES_DuG
DOID:8778,29780,UPREGULATES_DuG
DOID:8778,2634,UPREGULATES_DuG
DOID:8778,55076,UPREGULATES_DuG
DOID:8778,7837,UPREGULATES_DuG
DOID:8778,2274,UPREGULATES_DuG
DOID:8778,83666,UPREGULATES_DuG
DOID:8778,7453,UPREGULATES_DuG
DOID:8778,10916,UPREGULATES_DuG
DOID:8778,8942,UPREGULATES_DuG
DOID:8778,51363,UPREGULATES_DuG
DOID:8778,834,UPREGULATES_DuG
DOID:8778,6386,UPREGULATES_DuG
DOID:8778,3614,UPREGULATES_DuG
DOID:8778,8829,UPREGULATES_DuG
DOID:8778,3553,UPREGULATES_DuG
DOID:8778,3383,UPREGULATES_DuG
DOID:8778,3654,UPREGULATES_DuG
DOID:8778,1265,UPREGULATES_DuG
DOID:8778,11167,UPREGULATES_DuG
DOID:8778,6533,UPREGULATES_DuG
DOID:8778,9500,UPREGULATES_DuG
DOID:8778,2921,UPREGULATES_DuG
DOID:8778,80830,UPREGULATES_DuG
DOID:8778,5819,UPREGULATES_DuG
DOID:8778,187,UPREGULATES_DuG
DOID:8778,23597,UPREGULATES_DuG
DOID:8778,3426,UPREGULATES_DuG
DOID:8778,UBERON:0001300,LOCALIZES_DlA
DOID:8778,UBERON:0000029,LOCALIZES_DlA
DOID:8778,UBERON:0002017,LOCALIZES_DlA
DOID:8778,UBERON:0002378,LOCALIZES_DlA
DOID:8778,UBERON:0002110,LOCALIZES_DlA
DOID:8778,UBERON:0000997,LOCALIZES_DlA
DOID:8778,UBERON:0001988,LOCALIZES_DlA
DOID:8778,UBERON:0001007,LOCALIZES_DlA
DOID:8778,UBERON:0002439,LOCALIZES_DlA
DOID:8778,UBERON:0001833,LOCALIZES_DlA
DOID:8778,UBERON:0002097,LOCALIZES_DlA
DOID:8778,UBERON:0001182,LOCALIZES_DlA
DOID:8778,UBERON:0002005,LOCALIZES_DlA
DOID:8778,UBERON:0002405,LOCALIZES_DlA
DOID:8778,UBERON:0001135,LOCALIZES_DlA
